PriceNow,PriceOriginal,Guarantee,Country,Series,OS,windows,CoresNumber,ProcessorModel,Processor,ProcessorType,ProcessorFrequency,GpuManufacturer,GpuController,GpuCapacity,ScreenSize,Diagonal,ScreenFrequency,SsdSize,RAM,RAM_type,HDMI,Material,Battery,Weight
29 999 ₽,35 999,1 год,Китай,IdeaPad Flex 3,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"11.6""(29.4 см)","11.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 10 часов,1.2 кг
65 999 ₽,79 999,1 год,Китай,Pavilion Aero,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon,nan,"13.3""(33.8 см)","13.3""/2560x1600 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,магниевый сплав,до 10 часов,0.98 кг
44 999 ₽,59 999,1 год,Китай,nan,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,AMD,Radeon,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 ч 30 мин,1.69 кг
67 500 ₽,74 999,1 год,Китай,M3500QA-L1066T,Windows 10 Домашняя,nan,8,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий/ пластик,nan,1.65 кг
79 999 ₽,99 999,1 год,Китай,GAMING,Windows 11 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.4 ГГц,Core i5,2.4 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,2.5 кг
64 999 ₽,69 999,1 год,Китай,250 G8,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,1.74 кг
17 999 ₽,20 999,1 год,Китай,NB,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/3200x1800 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.50 кг
29 999 ₽,34 999,1 год,Китай,IdeaPad 3 15IGL05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 14 часов,1.7 кг
nan,69 999 ₽,1 год,Китай,Matebook 14,Windows 11,установлена,6,nan,,nan,nan,AMD,Radeon Vega,nan,"14""(35.5 см)","14""/2160x1440 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,металл,до 7 часов,1.49 кг
69 999 ₽,79 999,1 год,Китай,GAMING,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.2 ГГц,Core i5,2.2 ГГц,NVIDIA,GeForce GTX 1650 4GB Max-Q,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 5 часов,1.85 кг
99 999 ₽,128 999,1 год,Китай,Matebook 14S,Windows 11,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14.2""(36.1 см)","14.2""/2520x1680 пикс.",nan,512 ГБ,16 ГБ,LPDDR4X,1 шт,металл,до 7 часов,1.43 кг
45 999 ₽,59 999,1 год,Китай,nan,Windows 10 Pro 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 9 часов,1.7 кг
nan,129 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,8,nan,,nan,nan,nan,nan,nan,nan,,nan,512 ГБ,8 ГБ,nan,nan,алюминий,до 20 часов,1.4 кг
44 999 ₽,49 999,1 год,Тайвань,nan,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг
nan,21 999 ₽,1 год,Китай,ALPHA,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 5 часов,1.2 кг
59 999 ₽,64 999,1 год,Китай,Swift 3,Windows 10 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Vega 5,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,1 ТБ,8 ГБ,LPDDR4X,1 шт,металл,до 13 часов,1.2 кг
54 999 ₽,69 999,1 год,Китай,VivoBook 15,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,1.7 кг
36 000 ₽,39 999,1 год,Китай,R565,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4 SO-DIMM,1 шт,пластик,nan,1.8 кг
21 999 ₽,24 999,1 год,Китай,Aspire 3,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4 SO-DIMM,1 шт,пластик,до 6 часов,1.9 кг
89 999 ₽,109 999,1 год,Китай,Zenbook 14X OLED,Windows 11 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/2880x1800 пикс.",90 Гц,512 ГБ,8 ГБ,LPDDR4X,1 шт,алюминий,до 12 часов,1.40 кг
nan,19 999 ₽,1 год,Китай,NB,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"13.5""(34.3 см)","13.5""/3000x2000пикс.",60 Гц,nan,4 ГБ,nan,1 шт,металл,до 6 часов,1.185 кг
99 999 ₽,124 999,1 год,Китай,Katana GF66,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 4 часов,2.25 кг
9 999 ₽,13 999,1 год,Китай,EVE,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"10.1""(25.7 см)","10.1""/1366x768 пикс.",60 Гц,64 ГБ,2 ГБ,DDR3,1 шт,пластик,до 5 часов,0.935 кг
64 999 ₽,84 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(37 см)","14""/2560x1600 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,1.4 кг
42 999 ₽,44 999,1 год,Китай,Matebook D,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,металл,до 6 часов,1.63 кг
nan,53 999 ₽,1 год,Китай,HP Pavilion,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 8 ч 45 мин,1.75 кг
nan,54 999 ₽,1 год,Китай,HP Pavilion,Windows 11 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 8 ч 45 мин,1.75 кг
39 999 ₽,45 999,1 год,Китай,Aspire 3,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX330 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1366x768 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.9 кг
39 999 ₽,44 999,1 год,Тайвань,nan,Windows 11 Домашняя 64,установлена,2,nan,,nan,nan,Intel,UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг
99 999 ₽,114 999,1 год,Китай,VICTUS,Windows 11 Домашняя 64,установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 8 ч 45 мин,2.48 кг
59 999 ₽,64 999,1 год,Китай,S533JQ-BQ042T,Windows 10 Домашняя,nan,4,nan,,nan,nan,NVIDIA,GeForce MX350,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий,nan,1.8 кг
nan,89 999 ₽,1 год,Китай,TUF,не установлена,не установлена,6,11400H,Intel Core i5 11400H 2.2 ГГц,Core i5,2.2 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 6 часов,2.3 кг
79 999 ₽,89 999,1 год,Китай,Victus,Windows 11 Домашняя,установлена,6,11400H,Intel Core i5 11400H 2.7 ГГц,Core i5,2.7 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,nan,пластик/ металл,до 6 ч 30 мин,2.46 кг
79 999 ₽,84 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав/ пластик,до 6 часов,1.8 кг
69 999 ₽,79 999,1 год,Тайвань,VivoBook 15,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав/ пластик,до 6 часов,1.8 кг
28 999 ₽,32 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг
nan,207 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг
79 999 ₽,89 999,1 год,Китай,IdeaPad Gaming 3 15ACH6,не установлена,не установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",165 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,2.25 кг
nan,45 999 ₽,1 год,Китай,VAIO E series,Windows 11 Домашняя,установлена,2,nan,,nan,nan,AMD,Radeon RX Vega 3,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 8 часов,1.59 кг
59 999 ₽,69 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 9 часов,1.9 кг
29 999 ₽,34 999,1 год,Китай,IdeaPad 3 14IML05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.5 кг
nan,99 999 ₽,1 год,Китай,ENVY x360,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"13.3""(33.8 см)","13.3""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,nan,металл,до 12 часов,1.32 кг
nan,78 999 ₽,1 год,Китай,MagicBook 14 2021,Windows 10 Домашняя 64,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминиевый сплав,до 11 часов,1.38 кг
nan,249 999 ₽,1 год,Китай,GAMING,Windows 11 Домашняя 64,установлена,14,12900H,Intel Core i9 12900H 2.5 ГГц,Core i9,2.5 ГГц,NVIDIA,GeForce RTX 3080 Ti 16GB,16 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",165 Гц,2 ТБ,32 ГБ,DDR5,1 шт,пластик/ металл,до 5 часов,2.58 кг
119 999 ₽,139 999,1 год,Вьетнам,Victus,Windows 11 Домашняя 64,установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"16.1""(40.9 см)","16.1""/2560x1440 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 6 ч 30 мин,2.48 кг
nan,94 999 ₽,1 год,Китай,GAMING,не установлена,не установлена,8,12450H,Intel Core i5 12450H 3.3 ГГц,Core i5,3.3 ГГц,NVIDIA,GeForce RTX 3050 Ti 4GB,4 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик/ металл,до 5 часов,2.5 кг
57 999 ₽,79 999,3 года,Китай,TravelMate P4,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,металл/ пластик,до 13 ч 30 мин,1.4 кг
99 999 ₽,109 999,1 год,Китай,OMEN,Windows 10 Домашняя 64,установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,AMD,Radeon RX 6600M 8GB,8 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик/ металл,до 9 часов,2.36 кг
nan,69 999 ₽,1 год,Китай,MateBook 14,Windows 10 Домашняя 64,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/2160x1440 пикс.",nan,512 ГБ,16 ГБ,DDR4,nan,металл,до 7 часов,1.49 кг
49 999 ₽,59 999,1 год,Китай,Vivobook 15,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 7 часов,1.8 кг
79 999 ₽,92 999,1 год,Китай,IdeaPad Gaming 3 15IHU6,не установлена,nan,4,Intel Core i5-11300H,Intel Core i5 Intel Core i5-11300H 3.1 ГГц,Core i5,3.1 ГГц,NVIDIA,GeForce RTX 3050,4 ГБ,nan,,120 Гц,512 ГБ,8 ГБ,DDR4 SO-DIMM,1 шт,пластик,nan,2.25 кг
31 999 ₽,35 899,1 год,Китай,nan,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel HD Graphics 5500,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR3,1 шт,пластик,до 5 часов,1.71 кг
nan,29 999 ₽,1 год,Китай,nan,DOS,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics 605,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 5 часов,1.65 кг
nan,39 999 ₽,1 год,Китай,M515DA-BQ1247T,Windows 10 Домашняя,nan,2,nan,,nan,nan,AMD,Radeon Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,nan,1.8 кг
19 999 ₽,24 999,1 год,Китай,C6,Windows 10 Pro,установлена,2,nan,,nan,nan,AMD,Radeon R3,nan,"14.1""(35.8 см)","14.1""/1366x768 пикс.",50 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 8 часов,1.4 кг
99 999 ₽,109 999,1 год,Китай,ZenBook 14X OLED,Windows 11 Домашняя,установлена,6,nan,,nan,nan,AMD,Radeon Graphics,nan,"14""(35.5 см)","14""/2880x1800 пикс.",90 Гц,512 ГБ,16 ГБ,LPDDR4X,1 шт,алюминий,до 7 часов,1.4 кг
109 999 ₽,129 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,11300H,Intel Core i5 11300H 3.1 ГГц,Core i5,3.1 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"16""(40.6 см)","16""/2560x1600 пикс.",nan,512 ГБ,16 ГБ,DDR4,1 шт,алюминий,до 5 часов,1.95 кг
nan,29 999 ₽,1 год,Китай,Extensa,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.9 кг
84 999 ₽,109 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(37 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,LPDDR4X,1 шт,алюминий,до 5 часов,1.17 кг
44 999 ₽,54 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг
nan,69 999 ₽,1 год,Китай,nan,Windows 10 Домашняя,установлена,4,10300H,Intel Core i5 10300H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce GTX 1650 4GB Max-Q,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 5 часов,2.3 кг
84 999 ₽,109 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"14""(37 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,LPDDR4X,1 шт,алюминий,до 5 часов,1.17 кг
79 999 ₽,89 999,1 год,Китай,Victus 16,не установлена,не установлена,6,5600H,AMD Ryzen 5 5600H 3.3 ГГц,Ryzen 5,3.3 ГГц,NVIDIA,GeForce RTX 3050 4GB,4 ГБ,"16.1""(40.9 см)","16.1""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,пластик,до 6 ч 30 мин,2.46 кг
nan,189 999 ₽,1 год,Китай,nan,не установлена,не установлена,14,12900H,Intel Core i9 12900H 2.5 ГГц,Core i9,2.5 ГГц,NVIDIA,GeForce RTX 3070 Ti 8GB,8 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,32 ГБ,DDR4,1 шт,металл,до 5 часов,2.82 кг
49 999 ₽,54 999,1 год,Тайвань,ExpertBook B1,Windows 10 Pro 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик/ металл,до 7 часов,1.73 кг
89 999 ₽,119 999,1 год,Китай,Pavilion Aero,Windows 11,установлена,8,nan,,nan,nan,AMD,Radeon,nan,"13.3""(33.8 см)","13.3""/2560x1600 пикс.",nan,1 ТБ,16 ГБ,DDR4,1 шт,магниевый сплав,до 10 часов,1 кг
54 999 ₽,59 999,1 год,Китай,Laptop 15s,не установлена,не установлена,10,nan,,nan,nan,Intel,Intel Iris Xe Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,ABS-пластик,до 6 часов,1.69 кг
31 999 ₽,39 999,1 год,Китай,nan,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.65 кг
nan,17 899 ₽,1 год,Китай,URBAN,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,4 ГБ,LPDDR4,1 шт,пластик,до 8 часов,1.5 кг
nan,269 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,до 17 часов,1.64 кг
44 999 ₽,54 999,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.65 кг
26 999 ₽,29 999,1 год,Китай,nan,Windows 10,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.5 кг
36 000 ₽,39 999,1 год,Китай,nan,Windows 10 Домашняя,установлена,2,nan,,nan,nan,NVIDIA,GeForce MX130 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.7 кг
nan,24 999 ₽,1 год,Китай,nan,Windows 10 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"11.6""(29.4 см)","11.6""/1366x768 пикс.",60 Гц,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.05 кг
39 999 ₽,44 999,1 год,Китай,HP Notebook 15,не установлена,не установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",nan,nan,8 ГБ,DDR4,1 шт,пластик,до 10 часов,1.78 кг
27 999 ₽,32 999,1 год,Китай,IdeaPad 3 15IML05,не установлена,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,nan,4 ГБ,DDR4,1 шт,пластик,до 9 часов,1.7 кг
nan,54 999 ₽,1 год,Китай,IdeaPad 3 15ITL6,не установлена,не установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,nan,8 ГБ,DDR4,1 шт,пластик,до 6 часов,3.6 кг
109 999 ₽,119 999,1 год,Китай,TUF Dash F15,Windows 11 Домашняя 64,установлена,10,12650H,Intel Core i7 12650H 3.5 ГГц,Core i7,3.5 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",144 Гц,512 ГБ,16 ГБ,DDR4,1 шт,алюминий/ пластик,до 5 часов,2 кг
26 999 ₽,29 999,1 год,Китай,nan,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,128 ГБ,4 ГБ,DDR4,1 шт,пластик,до 6 часов,1.5 кг
59 999 ₽,64 999,1 год,Китай,VivoBook,Windows 10,установлена,4,nan,,nan,nan,NVIDIA,GeForce MX350 2ГБ,2 ГБ,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 8 часов,1.22 кг
nan,17 999 ₽,1 год,Китай,EVE,Windows 10 Домашняя 64,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics 600,nan,"14""(35.5 см)","14""/1920x1080 пикс.",60 Гц,nan,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.26 кг
nan,139 999 ₽,1 год,Китай,Legion 5 17ACH6H,не установлена,не установлена,8,5800H,AMD Ryzen 7 5800H 3.2 ГГц,Ryzen 7,3.2 ГГц,NVIDIA,GeForce RTX 3060 6GB,6 ГБ,"17.3""(43.9 см)","17.3""/1920x1080 пикс.",144 Гц,1 ТБ,16 ГБ,DDR4,1 шт,пластик,до 7 часов,2.98 кг
66 999 ₽,79 999,1 год,Китай,IdeaPad Gaming 3i 15IMH05,Windows 10 Домашняя 64,установлена,4,10300H,Intel Core i5 10300H 2.5 ГГц,Core i5,2.5 ГГц,NVIDIA,GeForce GTX 1650 Ti 4GB,4 ГБ,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",120 Гц,512 ГБ,8 ГБ,DDR4,1 шт,пластик,до 7 часов,2.2 кг
18 999 ₽,21 999,1 год,Китай,NB,Windows 10 Pro,установлена,4,nan,,nan,nan,Intel,Intel HD Graphics,nan,"15.6""(39.6 см)","15.6""/1366x768 пикс.",60 Гц,nan,4 ГБ,nan,1 шт,пластик,до 5 часов,1.570 кг
nan,39 999 ₽,1 год,Китай,VivoBook 15,Windows 11 Домашняя,установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 5 часов,1.8 кг
nan,279 999 ₽,1 год,Китай,MacBook Pro,macOS,nan,10,nan,,nan,nan,Apple,nan,nan,nan,,120 Гц,1 ТБ,16 ГБ,nan,nan,алюминий,до 21 часа,2.15 кг
54 000 ₽,59 999,1 год,Китай,K413JA,Windows 10 Домашняя,установлена,4,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"14""(35.5 см)","14""/1920x1080 пикс.",nan,512 ГБ,8 ГБ,DDR4,1 шт,алюминий,nan,1.4 кг
nan,32 999 ₽,1 год,Китай,250 G7,DOS,nan,2,nan,,nan,nan,Intel,UHD Graphics 600,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",60 Гц,256 ГБ,8 ГБ,DDR4,1 шт,пластик,до 6 ч 30 мин,1.78 кг
24 999 ₽,26 999,1 год,Китай,Extensa,nan,не установлена,2,nan,,nan,nan,Intel,Intel UHD Graphics,nan,"15.6""(39.6 см)","15.6""/1920x1080 пикс.",nan,256 ГБ,4 ГБ,DDR4,1 шт,пластик,до 7 часов,1.9 кг
